q0 q1 q2 q3 wx wy wz
  0.167839  -0.844411  -0.252639   0.441558  0.0942372 -0.0719124   0.140464
  0.167801  -0.843771  -0.245221   0.446945  0.0938154 -0.0723603   0.140521
  0.167725  -0.843054  -0.237793   0.452308  0.0933908 -0.0728064   0.140578
   0.16761   -0.84226  -0.230356   0.457647  0.0929635 -0.0732507   0.140635
  0.167456  -0.841389  -0.222911   0.462961  0.0925334 -0.0736932   0.140693
  0.167263  -0.840441  -0.215458   0.468251  0.0921006 -0.0741338    0.14075
  0.167033  -0.839416  -0.207998   0.473516  0.0916651 -0.0745726   0.140808
  0.166764  -0.838314  -0.200533   0.478755  0.0912269 -0.0750095   0.140865
  0.166456  -0.837135  -0.193062   0.483967  0.0907859 -0.0754445   0.140923
  0.166111  -0.835879  -0.185586   0.489154  0.0903422 -0.0758776   0.140981
  0.165727  -0.834546  -0.178107   0.494314  0.0898959 -0.0763088   0.141038
  0.165306  -0.833135  -0.170625   0.499446  0.0894468 -0.0767381   0.141096
  0.164847  -0.831648  -0.163141    0.50455  0.0889951 -0.0771655   0.141154
   0.16435  -0.830085  -0.155656   0.509627  0.0885407 -0.0775909   0.141212
  0.163816  -0.828444  -0.148171   0.514675  0.0880837 -0.0780143    0.14127
  0.163245  -0.826726  -0.140685   0.519694   0.087624 -0.0784358   0.141328
  0.162636  -0.824932  -0.133201   0.524684  0.0871617 -0.0788552   0.141386
   0.16199  -0.823062  -0.125719   0.529645  0.0866967 -0.0792727   0.141444
  0.161307  -0.821115  -0.118239   0.534575  0.0862291 -0.0796881   0.141502
  0.160587  -0.819091  -0.110763   0.539475  0.0857589 -0.0801015   0.141559
   0.15983  -0.816991  -0.103291   0.544344  0.0852862 -0.0805128   0.141617
  0.159037  -0.814815 -0.0958238   0.549182  0.0848108 -0.0809221   0.141675
  0.158208  -0.812563 -0.0883628   0.553988  0.0843328 -0.0813293   0.141733
  0.157342  -0.810235 -0.0809084   0.558763  0.0838523 -0.0817344   0.141791
   0.15644  -0.807832 -0.0734614   0.563505  0.0833692 -0.0821374   0.141849
  0.155503  -0.805352 -0.0660227   0.568214  0.0828836 -0.0825382   0.141906
   0.15453  -0.802798 -0.0585929   0.572891  0.0823954 -0.0829369   0.141964
  0.153521  -0.800167  -0.051173   0.577533  0.0819047 -0.0833335   0.142022
  0.152477  -0.797462 -0.0437636   0.582143  0.0814115 -0.0837279   0.142079
  0.151398  -0.794681 -0.0363656   0.586718  0.0809158 -0.0841201   0.142137
  0.150284  -0.791826 -0.0289798   0.591258  0.0804176 -0.0845102   0.142194
  0.149136  -0.788896 -0.0216069   0.595764  0.0799169  -0.084898   0.142251
  0.147953  -0.785892 -0.0142477   0.600234  0.0794137 -0.0852836   0.142308
 0.146735 -0.782813 -0.006903  0.604669 0.0789081 -0.085667  0.142365
   0.145484    -0.77966 0.000426394    0.609068      0.0784  -0.0860481    0.142422
  0.144199  -0.776434 0.00773973   0.613431  0.0778895  -0.086427   0.142479
   0.14288  -0.773133  0.0150362   0.617757  0.0773766 -0.0868036   0.142536
  0.141528   -0.76976  0.0223151   0.622047  0.0768612 -0.0871779   0.142592
  0.140142  -0.766313  0.0295756   0.626299  0.0763435 -0.0875499   0.142648
  0.138724  -0.762793  0.0368169   0.630513  0.0758234 -0.0879195   0.142705
  0.137273  -0.759201  0.0440383    0.63469  0.0753009 -0.0882869   0.142761
   0.13579  -0.755536   0.051239   0.638828   0.074776 -0.0886519   0.142817
  0.134274  -0.751799  0.0584182   0.642928  0.0742488 -0.0890145   0.142872
  0.132727   -0.74799  0.0655752   0.646989  0.0737192 -0.0893748   0.142928
  0.131148  -0.744109  0.0727093   0.651011  0.0731874 -0.0897327   0.142983
  0.129537  -0.740157  0.0798195   0.654993  0.0726532 -0.0900882   0.143038
  0.127896  -0.736134  0.0869053   0.658936  0.0721167 -0.0904412   0.143093
  0.126223  -0.732041  0.0939657   0.662838  0.0715779 -0.0907919   0.143148
   0.12452  -0.727876      0.101     0.6667  0.0710369 -0.0911401   0.143203
  0.122787  -0.723642   0.108008   0.670522  0.0704936 -0.0914858   0.143257
  0.121024  -0.719338   0.114988   0.674302   0.069948 -0.0918291   0.143311
  0.119231  -0.714965    0.12194   0.678041  0.0694003 -0.0921699   0.143365
  0.117408  -0.710522   0.128863   0.681739  0.0688503 -0.0925083   0.143418
  0.115557  -0.706011   0.135756   0.685395  0.0682981 -0.0928441   0.143472
  0.113676  -0.701431   0.142619   0.689008  0.0677437 -0.0931774   0.143525
  0.111767  -0.696783    0.14945    0.69258  0.0671872 -0.0935081   0.143578
   0.10983  -0.692067    0.15625   0.696108  0.0666285 -0.0938364    0.14363
 0.107865 -0.687284  0.163017  0.699594 0.0660676 -0.094162  0.143683
  0.105872  -0.682434    0.16975   0.703036  0.0655046 -0.0944851   0.143735
  0.103853  -0.677517    0.17645   0.706435  0.0649395 -0.0948056   0.143786
  0.101806  -0.672534   0.183114   0.709791  0.0643724 -0.0951235   0.143838
 0.0997324  -0.667485   0.189744   0.713102  0.0638031 -0.0954388   0.143889
 0.0976328  -0.662371   0.196336   0.716369  0.0632317 -0.0957515    0.14394
 0.0955071  -0.657192   0.202892   0.719592  0.0626583 -0.0960616    0.14399
0.0933559 -0.651948  0.209411  0.722769 0.0620829 -0.096369   0.14404
 0.0911794   -0.64664   0.215891   0.725902  0.0615055 -0.0966737    0.14409
  0.088978  -0.641268   0.222331    0.72899   0.060926 -0.0969758    0.14414
 0.0867521  -0.635833   0.228733   0.732032  0.0603446 -0.0972752   0.144189
 0.0845019  -0.630335   0.235093   0.735029  0.0597611 -0.0975719   0.144238
 0.0822279  -0.624775   0.241413    0.73798  0.0591757 -0.0978659   0.144286
 0.0799303  -0.619153   0.247691   0.740885  0.0585884 -0.0981572   0.144334
 0.0776097  -0.613469   0.253927   0.743743  0.0579992 -0.0984457   0.144382
 0.0752663  -0.607724   0.260119   0.746555   0.057408 -0.0987315   0.144429
 0.0729005  -0.601919   0.266268    0.74932   0.056815 -0.0990146   0.144476
 0.0705126  -0.596053   0.272372   0.752039    0.05622 -0.0992949   0.144523
 0.0681032  -0.590128   0.278432    0.75471  0.0556233 -0.0995724   0.144569
 0.0656725  -0.584144   0.284445   0.757334  0.0550246 -0.0998471   0.144615
0.0632209 -0.578101  0.290412   0.75991 0.0544242 -0.100119   0.14466
0.0607488    -0.572  0.296333  0.762439 0.0538219 -0.100388  0.144705
0.0582566 -0.565842  0.302205  0.764919 0.0532179 -0.100654   0.14475
0.0557447 -0.559626   0.30803  0.767352 0.0526121 -0.100918  0.144794
0.0532134 -0.553354  0.313805  0.769736 0.0520045 -0.101178  0.144838
0.0506633 -0.547026  0.319531  0.772072 0.0513952 -0.101436  0.144881
0.0480947 -0.540642  0.325207   0.77436 0.0507842 -0.101691  0.144924
0.0455079 -0.534204  0.330833  0.776599 0.0501715 -0.101943  0.144966
0.0429034 -0.527711  0.336407  0.778788 0.0495571 -0.102192  0.145008
0.0402817 -0.521164  0.341929  0.780929  0.048941 -0.102438   0.14505
 0.037643 -0.514564  0.347398  0.783021 0.0483233 -0.102682  0.145091
0.0349879 -0.507911  0.352815  0.785063  0.047704 -0.102922  0.145131
0.0323168 -0.501206  0.358178  0.787056  0.047083 -0.103159  0.145171
  0.02963 -0.494449  0.363487  0.788999 0.0464605 -0.103394  0.145211
0.0269281 -0.487642  0.368741  0.790892 0.0458364 -0.103625   0.14525
0.0242113 -0.480784  0.373939  0.792736 0.0452107 -0.103854  0.145289
0.0214802 -0.473876  0.379082  0.794529 0.0445836  -0.10408  0.145327
0.0187352 -0.466919  0.384169  0.796272 0.0439549 -0.104302  0.145365
0.0159766 -0.459914  0.389198  0.797966 0.0433247 -0.104522  0.145402
0.0132051  -0.45286   0.39417  0.799608  0.042693 -0.104739  0.145438
0.0104209 -0.445759  0.399084    0.8012 0.0420599 -0.104952  0.145474
0.00762451  -0.438611   0.403939   0.802742  0.0414253  -0.105163    0.14551
0.00481641  -0.431418   0.408736   0.804233  0.0407893   -0.10537   0.145545
0.00199701  -0.424178   0.413473   0.805673   0.040152  -0.105575    0.14558
-0.000833235    -0.416894     0.418149     0.807063    0.0395132    -0.105777     0.145614
-0.00367388   -0.409565    0.422766    0.808401   0.0388731   -0.105975    0.145647
-0.00652449   -0.402193    0.427321    0.809688   0.0382317    -0.10617     0.14568
-0.00938459   -0.394778    0.431815    0.810925   0.0375889   -0.106363    0.145712
-0.0122537   -0.38732   0.436246    0.81211  0.0369449  -0.106552   0.145744
-0.0151315  -0.379821   0.440615   0.813243  0.0362995  -0.106738   0.145775
-0.0180174  -0.372281   0.444922   0.814326   0.035653  -0.106921   0.145806
-0.020911 -0.364701  0.449165  0.815357 0.0350051 -0.107101  0.145836
-0.0238117  -0.357081   0.453344   0.816337  0.0343561  -0.107278   0.145866
-0.0267193  -0.349422   0.457459   0.817265  0.0337059  -0.107452   0.145895
-0.0296332  -0.341724   0.461509   0.818142  0.0330545  -0.107622   0.145923
-0.0325529  -0.333989   0.465494   0.818967   0.032402   -0.10779   0.145951
-0.0354779  -0.326218   0.469414    0.81974  0.0317483  -0.107954   0.145978
-0.0384079  -0.318409   0.473267   0.820462  0.0310935  -0.108115   0.146005
-0.0413423  -0.310566   0.477055   0.821132  0.0304377  -0.108273   0.146031
-0.0442807  -0.302687   0.480775   0.821751  0.0297807  -0.108428   0.146056
-0.0472226  -0.294775   0.484429   0.822318  0.0291227   -0.10858   0.146081
-0.0501675  -0.286829   0.488015   0.822833  0.0284637  -0.108728   0.146105
-0.053115  -0.27885  0.491533  0.823296 0.0278037 -0.108873  0.146129
-0.0560646  -0.270839   0.494983   0.823708  0.0271428  -0.109015   0.146152
-0.0590158  -0.262797   0.498365   0.824068  0.0264808  -0.109154   0.146174
-0.0619681  -0.254724   0.501678   0.824376   0.025818   -0.10929   0.146196
-0.0649212  -0.246622   0.504921   0.824632  0.0251542  -0.109423   0.146217
-0.0678744   -0.23849   0.508095   0.824836  0.0244895  -0.109552   0.146237
-0.0708273   -0.23033   0.511199   0.824989  0.0238239  -0.109678   0.146257
-0.0737795  -0.222143   0.514232   0.825091  0.0231575  -0.109801   0.146276
-0.0767304  -0.213928   0.517195    0.82514  0.0224903   -0.10992   0.146295
-0.0796796  -0.205688   0.520088   0.825138  0.0218223  -0.110037   0.146313
-0.0826267  -0.197422   0.522909   0.825084  0.0211535   -0.11015    0.14633
-0.085571 -0.189131  0.525659  0.824979 0.0204839  -0.11026  0.146347
-0.0885123  -0.180817   0.528337   0.824822  0.0198136  -0.110366   0.146363
-0.0914499  -0.172479   0.530943   0.824613  0.0191425  -0.110469   0.146378
-0.0943834  -0.164119   0.533477   0.824354  0.0184708   -0.11057   0.146393
-0.0973124  -0.155737   0.535939   0.824042  0.0177984  -0.110666   0.146407
-0.100236 -0.147335  0.538328   0.82368 0.0171254  -0.11076   0.14642
-0.103155 -0.138912  0.540644  0.823266 0.0164517  -0.11085  0.146433
-0.106067  -0.13047  0.542887  0.822801 0.0157775 -0.110937  0.146445
-0.108973 -0.122009  0.545056  0.822285 0.0151026 -0.111021  0.146456
-0.111872 -0.113531  0.547152  0.821718 0.0144272 -0.111101  0.146467
-0.114763 -0.105035  0.549175  0.821099 0.0137513 -0.111178  0.146477
 -0.117647 -0.0965236   0.551123    0.82043  0.0130749  -0.111252   0.146486
 -0.120522 -0.0879965   0.552997    0.81971  0.0123979  -0.111323   0.146495
 -0.123388 -0.0794546   0.554797    0.81894  0.0117205   -0.11139   0.146503
 -0.126245 -0.0708989   0.556523   0.818118  0.0110427  -0.111454    0.14651
-0.129093  -0.06233  0.558174  0.817247 0.0103644 -0.111514  0.146517
 -0.131929 -0.0537488    0.55975   0.816325 0.00968577  -0.111572   0.146523
 -0.134756  -0.045156   0.561251   0.815352 0.00900675  -0.111626   0.146528
 -0.137571 -0.0365525   0.562677    0.81433 0.00832737  -0.111676   0.146533
 -0.140374  -0.027939   0.564028   0.813257 0.00764767  -0.111724   0.146537
 -0.143165 -0.0193163   0.565304   0.812134 0.00696766  -0.111768    0.14654
 -0.145943 -0.0106852   0.566504   0.810962 0.00628737  -0.111808   0.146543
  -0.148709 -0.00204653    0.567629     0.80974  0.00560682   -0.111846    0.146544
  -0.15146 0.00659894   0.568679   0.808468 0.00492605   -0.11188   0.146546
 -0.154198  0.0152504   0.569653   0.807147 0.00424506   -0.11191   0.146546
 -0.156921  0.0239071   0.570551   0.805777 0.00356388  -0.111938   0.146546
  -0.15963  0.0325682   0.571373   0.804357 0.00288254  -0.111962   0.146545
 -0.162323  0.0412329    0.57212   0.802889 0.00220105  -0.111983   0.146543
    -0.165  0.0499004   0.572791   0.801371 0.00151945     -0.112   0.146541
   -0.16766   0.0585699    0.573385    0.799805 0.000837757   -0.112014    0.146538
  -0.170304   0.0672406    0.573904    0.798191 0.000155991   -0.112025    0.146534
   -0.172931    0.0759118     0.574347     0.796528 -0.000525824    -0.112032      0.14653
   -0.17554   0.0845825    0.574715    0.794817 -0.00120766   -0.112036    0.146525
 -0.178131  0.0932521   0.575006   0.793058 -0.0018895  -0.112037   0.146519
  -0.180703     0.10192    0.575221    0.791252 -0.00257132   -0.112035    0.146513
  -0.183257    0.110584    0.575361    0.789397 -0.00325309   -0.112029    0.146505
  -0.18579   0.119246   0.575424   0.787496 -0.0039348   -0.11202   0.146498
  -0.188304    0.127902    0.575412    0.785547 -0.00461641   -0.112007    0.146489
  -0.190798    0.136554    0.575324    0.783551 -0.00529791   -0.111991     0.14648
  -0.193271    0.145199     0.57516    0.781508 -0.00597927   -0.111972     0.14647
  -0.195722    0.153838    0.574921    0.779418 -0.00666046   -0.111949    0.146459
  -0.198152    0.162469    0.574606    0.777282 -0.00734148   -0.111924    0.146448
   -0.20056    0.171092    0.574215      0.7751 -0.00802228   -0.111894    0.146436
  -0.202945    0.179706    0.573749    0.772872 -0.00870285   -0.111862    0.146423
  -0.205307    0.188309    0.573208    0.770598 -0.00938317   -0.111826     0.14641
 -0.207646   0.196902   0.572592   0.768278 -0.0100632  -0.111787   0.146396
-0.209962  0.205483    0.5719  0.765913 -0.010743 -0.111745  0.146381
 -0.212253   0.214052   0.571133   0.763503 -0.0114224  -0.111699   0.146365
 -0.214519   0.222608   0.570292   0.761048 -0.0121014   -0.11165   0.146349
  -0.21676   0.231149   0.569376   0.758549 -0.0127801  -0.111597   0.146332
 -0.218976   0.239676   0.568385   0.756005 -0.0134584  -0.111542   0.146315
 -0.221167   0.248187    0.56732   0.753416 -0.0141363  -0.111483   0.146297
  -0.22333   0.256682   0.566181   0.750784 -0.0148138   -0.11142   0.146278
 -0.225468    0.26516   0.564968   0.748108 -0.0154908  -0.111355   0.146258
 -0.227578    0.27362   0.563681   0.745389 -0.0161673  -0.111286   0.146238
 -0.229661   0.282061    0.56232   0.742627 -0.0168433  -0.111214   0.146217
 -0.231716   0.290482   0.560885   0.739821 -0.0175188  -0.111138   0.146196
 -0.233742   0.298884   0.559378   0.736973 -0.0181937   -0.11106   0.146173
 -0.23574  0.307264  0.557797  0.734083 -0.018868 -0.110978   0.14615
  -0.23771   0.315622   0.556144    0.73115 -0.0195417  -0.110892   0.146127
 -0.239649   0.323958   0.554418   0.728176 -0.0202149  -0.110804   0.146103
  -0.24156   0.332271   0.552619    0.72516 -0.0208873  -0.110712   0.146078
  -0.24344   0.340559   0.550749   0.722103 -0.0215592  -0.110617   0.146052
 -0.245289   0.348822   0.548807   0.719004 -0.0222303  -0.110519   0.146026
 -0.247108    0.35706   0.546793   0.715865 -0.0229007  -0.110417   0.145999
 -0.248896   0.365271   0.544708   0.712686 -0.0235704  -0.110313   0.145971
 -0.250652   0.373455   0.542552   0.709467 -0.0242393  -0.110205   0.145943
 -0.252376   0.381611   0.540325   0.706207 -0.0249075  -0.110093   0.145914
 -0.254068   0.389738   0.538028   0.702908 -0.0255748  -0.109979   0.145885
 -0.255727   0.397836    0.53566    0.69957 -0.0262413  -0.109861   0.145855
-0.257353  0.405903  0.533223  0.696193 -0.026907  -0.10974  0.145824
 -0.258947    0.41394   0.530716   0.692777 -0.0275718  -0.109616   0.145793
 -0.260506   0.421945   0.528141   0.689323 -0.0282358  -0.109489   0.145761
 -0.262032   0.429917   0.525496   0.685831 -0.0288988  -0.109358   0.145728
 -0.263523   0.437856   0.522783   0.682302 -0.0295609  -0.109224   0.145695
 -0.26498  0.445761  0.520002  0.678735 -0.030222 -0.109088  0.145661
 -0.266402   0.453631   0.517153    0.67513 -0.0308822  -0.108948   0.145626
 -0.267789   0.461466   0.514237   0.671489 -0.0315414  -0.108804   0.145591
 -0.269141   0.469265   0.511254   0.667812 -0.0321995  -0.108658   0.145555
 -0.270456   0.477027   0.508204   0.664099 -0.0328566  -0.108508   0.145519
 -0.271736   0.484752   0.505088    0.66035 -0.0335127  -0.108356   0.145482
 -0.272979   0.492438   0.501906   0.656565 -0.0341677    -0.1082   0.145445
 -0.274185   0.500085   0.498659   0.652746 -0.0348216  -0.108041   0.145406
 -0.275355   0.507692   0.495347   0.648891 -0.0354743  -0.107879   0.145368
 -0.276487   0.515259    0.49197   0.645003 -0.0361259  -0.107713   0.145328
 -0.277582   0.522785   0.488529    0.64108 -0.0367764  -0.107545   0.145288
 -0.278639   0.530269   0.485025   0.637124 -0.0374257  -0.107374   0.145248
 -0.279658    0.53771   0.481457   0.633134 -0.0380737  -0.107199   0.145207
 -0.280638   0.545109   0.477826   0.629111 -0.0387206  -0.107022   0.145165
  -0.28158   0.552463   0.474133   0.625056 -0.0393661  -0.106841   0.145123
 -0.282484   0.559773   0.470378   0.620968 -0.0400105  -0.106657    0.14508
 -0.283348   0.567038   0.466562   0.616849 -0.0406535   -0.10647   0.145037
 -0.284173   0.574256   0.462685   0.612697 -0.0412952   -0.10628   0.144993
 -0.284958   0.581429   0.458747   0.608515 -0.0419357  -0.106087   0.144949
 -0.285703   0.588554    0.45475   0.604302 -0.0425747  -0.105891   0.144904
 -0.286409   0.595631   0.450693   0.600058 -0.0432124  -0.105693   0.144858
 -0.287074   0.602659   0.446577   0.595785 -0.0438487  -0.105491   0.144812
 -0.287699   0.609639   0.442402   0.591481 -0.0444836  -0.105286   0.144765
 -0.288283   0.616568    0.43817   0.587149 -0.0451171  -0.105078   0.144718
 -0.288827   0.623447    0.43388   0.582787 -0.0457492  -0.104867   0.144671
 -0.289329   0.630276   0.429533   0.578397 -0.0463797  -0.104653   0.144622
  -0.28979   0.637052    0.42513   0.573978 -0.0470088  -0.104436   0.144574
 -0.290209   0.643776   0.420671   0.569532 -0.0476364  -0.104216   0.144525
 -0.290587   0.650447   0.416157   0.565058 -0.0482625  -0.103993   0.144475
-0.290923  0.657065  0.411589  0.560557 -0.048887 -0.103767  0.144425
-0.291217  0.663628  0.406966   0.55603  -0.04951 -0.103539  0.144374
 -0.291469   0.670137   0.402289   0.551476 -0.0501314  -0.103307   0.144323
 -0.291678    0.67659    0.39756   0.546896 -0.0507512  -0.103072   0.144271
 -0.291845   0.682988   0.392778   0.542291 -0.0513694  -0.102835   0.144219
-0.291969  0.689329  0.387944  0.537661 -0.051986 -0.102595  0.144167
 -0.292051   0.695613   0.383059   0.533006 -0.0526009  -0.102352   0.144114
 -0.292089   0.701839   0.378123   0.528327 -0.0532141  -0.102106    0.14406
 -0.292084   0.708007   0.373138   0.523623 -0.0538257  -0.101857   0.144006
 -0.292036   0.714116   0.368102   0.518897 -0.0544355  -0.101605   0.143952
 -0.291945   0.720166   0.363018   0.514147 -0.0550437   -0.10135   0.143897
  -0.29181   0.726156   0.357886   0.509374 -0.0556501  -0.101093   0.143842
 -0.291632   0.732085   0.352706    0.50458 -0.0562547  -0.100833   0.143786
  -0.29141   0.737954   0.347479   0.499763 -0.0568576   -0.10057    0.14373
 -0.291144   0.743761   0.342206   0.494925 -0.0574587  -0.100304   0.143673
-0.290834  0.749506  0.336887  0.490065 -0.058058 -0.100036  0.143616
  -0.29048   0.755188   0.331523   0.485185 -0.0586554 -0.0997645   0.143559
 -0.290081   0.760808   0.326114   0.480285  -0.059251 -0.0994905   0.143501
 -0.289639   0.766364   0.320662   0.475365 -0.0598448 -0.0992137   0.143443
 -0.289152   0.771855   0.315167   0.470426 -0.0604367 -0.0989343   0.143385
 -0.288621   0.777283   0.309629   0.465467 -0.0610267 -0.0986521   0.143326
 -0.288045   0.782645   0.304049    0.46049 -0.0616148 -0.0983672   0.143267
 -0.287425   0.787942   0.298428   0.455495 -0.0622009 -0.0980796   0.143207
 -0.286761   0.793172   0.292767   0.450481 -0.0627852 -0.0977893   0.143147
 -0.286051   0.798337   0.287065   0.445451 -0.0633675 -0.0974964   0.143087
 -0.285297   0.803434   0.281325   0.440403 -0.0639478 -0.0972009   0.143026
 -0.284498   0.808464   0.275546    0.43534 -0.0645261 -0.0969027   0.142965
 -0.283655   0.813427   0.269729   0.430259 -0.0651024 -0.0966018   0.142903
 -0.282767   0.818321   0.263876   0.425164 -0.0656767 -0.0962984   0.142842
 -0.281833   0.823146   0.257985   0.420053  -0.066249 -0.0959923    0.14278
 -0.280855   0.827902    0.25206   0.414927 -0.0668192 -0.0956837   0.142717
 -0.279832   0.832589   0.246099   0.409787 -0.0673874 -0.0953725   0.142655
 -0.278765   0.837206   0.240104   0.404632 -0.0679535 -0.0950587   0.142592
 -0.277652   0.841752   0.234075   0.399464 -0.0685175 -0.0947424   0.142528
 -0.276494   0.846228   0.228013   0.394283 -0.0690794 -0.0944235   0.142465
 -0.275292   0.850632   0.221919    0.38909 -0.0696392 -0.0941022   0.142401
 -0.274045   0.854965   0.215794   0.383884 -0.0701969 -0.0937783   0.142337
 -0.272752   0.859226   0.209638   0.378666 -0.0707524 -0.0934519   0.142272
 -0.271415   0.863415   0.203452   0.373437 -0.0713058  -0.093123   0.142208
 -0.270034   0.867532   0.197237   0.368196 -0.0718569 -0.0927917   0.142143
 -0.268607   0.871575   0.190993   0.362945 -0.0724059 -0.0924579   0.142078
 -0.267136   0.875545   0.184722   0.357684 -0.0729527 -0.0921216   0.142012
  -0.26562   0.879441   0.178423   0.352413 -0.0734973  -0.091783   0.141947
 -0.264059   0.883263   0.172098   0.347133 -0.0740396 -0.0914419   0.141881
 -0.262454   0.887011   0.165747   0.341844 -0.0745797 -0.0910984   0.141815
 -0.260804   0.890684   0.159371   0.336547 -0.0751176 -0.0907525   0.141748
  -0.25911   0.894282   0.152972   0.331241 -0.0756531 -0.0904042   0.141682
 -0.257371   0.897805   0.146549   0.325928 -0.0761864 -0.0900536   0.141615
 -0.255588   0.901253   0.140103   0.320608 -0.0767174 -0.0897006   0.141548
 -0.253761   0.904624   0.133635   0.315281 -0.0772461 -0.0893453   0.141481
  -0.25189    0.90792   0.127146   0.309948 -0.0777725 -0.0889877   0.141414
 -0.249974   0.911138   0.120637   0.304608 -0.0782966 -0.0886278   0.141346
 -0.248015   0.914281   0.114108   0.299264 -0.0788183 -0.0882655   0.141279
 -0.246012   0.917346    0.10756   0.293914 -0.0793376  -0.087901   0.141211
 -0.243965   0.920334   0.100994    0.28856 -0.0798546 -0.0875342   0.141143
 -0.241875   0.923245   0.094411   0.283201 -0.0803692 -0.0871652   0.141075
  -0.23974   0.926077   0.087811   0.277839 -0.0808814 -0.0867939   0.141007
 -0.237563   0.928832  0.0811952   0.272473 -0.0813913 -0.0864205   0.140938
 -0.235342   0.931509  0.0745643   0.267105 -0.0818987 -0.0860447    0.14087
 -0.233079   0.934108  0.0679191   0.261734 -0.0824037 -0.0856668   0.140801
 -0.230772   0.936627  0.0612603   0.256361 -0.0829062 -0.0852868   0.140732
 -0.228422   0.939068  0.0545887   0.250986 -0.0834063 -0.0849045   0.140664
  -0.22603    0.94143   0.047905    0.24561  -0.083904 -0.0845201   0.140595
 -0.223595   0.943713  0.0412101   0.240234 -0.0843992 -0.0841336   0.140526
 -0.221118   0.945917  0.0345046   0.234857 -0.0848919 -0.0837449   0.140457
 -0.218598   0.948041  0.0277894    0.22948 -0.0853821 -0.0833541   0.140387
 -0.216037   0.950085  0.0210653   0.224103 -0.0858698 -0.0829612   0.140318
 -0.213434    0.95205  0.0143329   0.218728  -0.086355 -0.0825662   0.140249
 -0.210789   0.953934 0.00759308   0.213353 -0.0868377 -0.0821692    0.14018
  -0.208102    0.955739 0.000846603    0.207981  -0.0873179  -0.0817701     0.14011
  -0.205374    0.957463 -0.00590578    0.202611  -0.0877955   -0.081369    0.140041
 -0.202605   0.959107 -0.0126633   0.197243 -0.0882706 -0.0809658   0.139971
 -0.199795    0.96067 -0.0194252   0.191878 -0.0887432 -0.0805606   0.139902
 -0.196945   0.962153 -0.0261906   0.186517 -0.0892131 -0.0801534   0.139832
 -0.194054   0.963555 -0.0329589   0.181159 -0.0896805 -0.0797443   0.139763
 -0.191122   0.964876 -0.0397293   0.175806 -0.0901453 -0.0793331   0.139693
 -0.188151   0.966116 -0.0465009   0.170458 -0.0906075 -0.0789201   0.139623
  -0.18514   0.967276 -0.0532731   0.165114 -0.0910671  -0.078505   0.139554
 -0.182089   0.968354  -0.060045   0.159776 -0.0915241 -0.0780881   0.139484
 -0.178999   0.969351 -0.0668159   0.154444 -0.0919785 -0.0776692   0.139415
 -0.175869   0.970267  -0.073585   0.149118 -0.0924303 -0.0772484   0.139345
 -0.172701   0.971102 -0.0803516   0.143799 -0.0928794 -0.0768258   0.139276
 -0.169494   0.971856 -0.0871149   0.138487 -0.0933258 -0.0764012   0.139206
 -0.166249   0.972528  -0.093874   0.133183 -0.0937697 -0.0759749   0.139137
 -0.162965   0.973119  -0.100628   0.127886 -0.0942108 -0.0755466   0.139068
 -0.159644   0.973629  -0.107377   0.122598 -0.0946493 -0.0751166   0.138999
 -0.156285   0.974057   -0.11412   0.117319 -0.0950851 -0.0746847   0.138929
 -0.152889   0.974405  -0.120855   0.112048 -0.0955182  -0.074251    0.13886
 -0.149455    0.97467  -0.127582   0.106788 -0.0959487 -0.0738156   0.138791
 -0.145985   0.974855  -0.134301   0.101537 -0.0963764 -0.0733783   0.138722
 -0.142479   0.974958   -0.14101  0.0962963 -0.0968014 -0.0729394   0.138653
 -0.138936    0.97498   -0.14771  0.0910665 -0.0972237 -0.0724986   0.138585
 -0.135357    0.97492  -0.154398  0.0858479 -0.0976433 -0.0720562   0.138516
 -0.131742    0.97478  -0.161075  0.0806408 -0.0980602  -0.071612   0.138448
 -0.128093   0.974558  -0.167739  0.0754456 -0.0984743 -0.0711661   0.138379
 -0.124408   0.974256   -0.17439  0.0702626 -0.0988857 -0.0707186   0.138311
 -0.120688   0.973872  -0.181028  0.0650924 -0.0992943 -0.0702693   0.138243
 -0.116934   0.973407  -0.187651  0.0599352 -0.0997002 -0.0698184   0.138175
 -0.113146   0.972862  -0.194258  0.0547915  -0.100103 -0.0693659   0.138107
 -0.109324   0.972235  -0.200849  0.0496616  -0.100504 -0.0689117   0.138039
-0.105469  0.971528 -0.207424  0.044546 -0.100901 -0.068456  0.137972
  -0.10158   0.970741   -0.21398  0.0394449  -0.101296 -0.0679986   0.137905
-0.0976592   0.969873  -0.220519  0.0343588  -0.101688 -0.0675396   0.137837
-0.0937055   0.968925  -0.227038  0.0292881  -0.102077 -0.0670791    0.13777
-0.0897197   0.967896  -0.233538   0.024233  -0.102464 -0.0666169   0.137704
 -0.085702   0.966788  -0.240018  0.0191941  -0.102847 -0.0661533   0.137637
 -0.081653   0.965599  -0.246476  0.0141717  -0.103228 -0.0656881   0.137571
-0.0775729   0.964331  -0.252912 0.00916603  -0.103606 -0.0652214   0.137504
 -0.073462   0.962983  -0.259325 0.00417761  -0.103981 -0.0647532   0.137438
  -0.0693208     0.961556    -0.265715 -0.000793237    -0.104354   -0.0642835     0.137373
 -0.0651495    0.960049   -0.272082 -0.00574616   -0.104723  -0.0638123    0.137307
